,基金公司,条件概率一,条件概率二,综合概率
0,华泰柏瑞,0.19975786924939468,0.18255959849435383,0.1884297520661157
1,华夏,0.5284503631961259,0.3296737766624843,0.3975206611570248
2,易方达,0.2669491525423729,0.3026976160602258,0.29049586776859504
3,天弘,0.24757869249394673,0.3886449184441656,0.34049586776859503
4,南方,0.2046004842615012,0.4275407779171895,0.3514462809917355
