,基金公司,条件概率一,条件概率二,综合概率
0,华夏,0.48868110236220474,0.5601851851851852,0.5301652892561983
1,南方,0.48326771653543305,0.396011396011396,0.43264462809917353
2,富国,0.2933070866141732,0.44052706552706555,0.3787190082644628
3,易方达,0.4478346456692913,0.39173789173789175,0.4152892561983471
4,华泰柏瑞,0.4675196850393701,0.36004273504273504,0.4051652892561983
