,基金公司,条件概率一,条件概率二,综合概率
0,南方,0.4537375849451124,0.2767338571916638,0.3466942148760331
1,嘉实,0.41662310507056977,0.43696617697300993,0.4289256198347107
2,华夏,0.4181913225300575,0.38435257943286644,0.3977272727272727
3,广发,0.40773653946680605,0.21113768363512128,0.28884297520661156
4,易方达,0.2190277051751176,0.3819610522719508,0.3175619834710744
5,华泰柏瑞,0.28907475169890223,0.3901605739665186,0.35020661157024796
