,基金公司,条件概率一,条件概率二,综合概率
0,华夏,0.5165165165165165,0.4666666666666667,0.489159891598916
1,南方,0.5405405405405406,0.35802469135802467,0.44037940379403795
2,富国,0.4984984984984985,0.39382716049382716,0.4410569105691057
3,易方达,0.5765765765765766,0.36790123456790125,0.462059620596206
4,华泰柏瑞,0.4984984984984985,0.27037037037037037,0.37330623306233063
