,基金公司,条件概率一,条件概率二,综合概率
0,南方,0.5072463768115942,0.295906432748538,0.38482384823848237
1,嘉实,0.5426731078904992,0.38362573099415204,0.4505420054200542
2,华夏,0.4895330112721417,0.3298245614035088,0.3970189701897019
3,广发,0.47665056360708535,0.2994152046783626,0.37398373983739835
4,易方达,0.35104669887278583,0.36140350877192984,0.35704607046070463
5,华泰柏瑞,0.3607085346215781,0.37894736842105264,0.3712737127371274
