,基金公司,条件概率一,条件概率二,综合概率
0,华夏,0.32044760935910477,0.5758524704244955,0.47210743801652894
1,易方达,0.30925737538148523,0.6677105080027835,0.5221074380165289
2,工银,0.3051881993896236,0.6774530271398748,0.5262396694214876
3,华泰柏瑞,0.19074262461851474,0.6802366040361865,0.48140495867768596
4,南方,0.28891149542217703,0.5800278357689631,0.4617768595041322
