,基金公司,条件概率一,条件概率二,综合概率
0,华夏,0.29471890971039183,0.47244094488188976,0.40176151761517614
1,易方达,0.23339011925042588,0.5500562429696289,0.4241192411924119
2,工银,0.272572402044293,0.4859392575928009,0.4010840108401084
3,华泰柏瑞,0.22487223168654175,0.5680539932508436,0.43157181571815717
4,南方,0.28449744463373083,0.5095613048368954,0.42005420054200543
